Time,ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND:KODIAK JULY .4% CONDNS DB=>MCWB:Des Sens Cool Load [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND:KODIAK JULY .4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND::Des Latent Heat Load [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND::Des Latent Cool Load [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND::Des Latent Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND::Des Latent Cool Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND::Des Heat Load No DOAS [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND::Des Sens Cool Load No DOAS [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND::Des Latent Heat Load No DOAS [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND::Des Latent Cool Load No DOAS [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND:KODIAK JULY .4% CONDNS DB=>MCWB:Cooling Zone Temperature [C],ZONE OFFICE WHOLEBUILDING - SM OFFICE 2  - STORY GROUND:KODIAK JULY .4% CONDNS DB=>MCWB:Cooling Zone Relative Humidity [%]
16:00:00,1.226663E+04,1.409545E+04,4.144260E-01,1.230587E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.097308E+01,3.702083E+01,2.400039E+01,4.542903E+01
17:00:00,1.226670E+04,1.392170E+04,4.144283E-01,1.215417E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.097308E+01,3.702089E+01,2.400038E+01,4.542863E+01
18:00:00,1.226677E+04,1.358402E+04,4.144306E-01,1.185937E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.097308E+01,3.702095E+01,2.400038E+01,4.542653E+01
19:00:00,1.226683E+04,1.314235E+04,4.144327E-01,1.147378E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.097308E+01,3.702100E+01,2.400038E+01,4.542266E+01
20:00:00,1.226689E+04,1.286171E+04,4.144347E-01,1.122877E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.097308E+01,3.702105E+01,2.400038E+01,4.541707E+01
21:00:00,1.226694E+04,1.253260E+04,4.144366E-01,1.094144E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.097308E+01,3.702110E+01,2.400038E+01,4.541268E+01
22:00:00,1.226700E+04,1.188925E+04,4.144384E-01,1.037977E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.097308E+01,3.702114E+01,2.400039E+01,4.540838E+01
23:00:00,1.226705E+04,6.957898E+03,4.144402E-01,4.960266E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.097308E+01,3.702118E+01,2.629003E+01,3.953195E+01
24:00:00,1.226710E+04,8.425227E+03,4.144418E-01,5.929156E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.097308E+01,3.702122E+01,2.670023E+01,3.855639E+01
Peak,1.226710E+04,1.412005E+04,4.144418E-01,1.232734E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,3.443366E-01,1.024210E+00,,,0.000000E+00,0.000000E+00,,,,,,,,
