date_time,Electricity:Facilit,Zone Mean Air Temperature-ZONE WAREHOUSE BULK  - STORY GROUND,Zone Mean Air Temperature-ZONE WAREHOUSE FINE  - STORY GROUND,Zone Mean Air Temperature-ZONE WAREHOUSE OFFICE  - STORY GROUND,Zone Operative Temperature-ZONE WAREHOUSE BULK  - STORY GROUND,Zone Operative Temperature-ZONE WAREHOUSE FINE  - STORY GROUND,Zone Operative Temperature-ZONE WAREHOUSE OFFICE  - STORY GROUND,Zone Thermal Comfort Fanger Model PMV-WAREHOUSE OFFICE  - STORY GROUND WAREHOUSE OFFICE PEOPLE,Zone Thermal Comfort Fanger Model PPD-WAREHOUSE OFFICE  - STORY GROUND WAREHOUSE OFFICE PEOPLE
2021-07-16 07:00:00,20180266.1380075,18.562174975825464,16.080668444684783,20.63592947063306,18.125577817701434,15.899864100883107,19.456383481660385,-0.4249802947819936,8.76590943974982
2021-07-16 08:00:00,22891608.83510225,18.711900328281395,15.566620782128757,20.636164723983576,18.312433566808544,15.760419975992864,19.538882253284598,-0.41172897380406326,8.533319400674088
2021-07-16 09:00:00,23567756.084822714,18.812290431177026,15.56001753446419,20.636175643921135,18.400710507564042,15.74530089214464,19.58399347713844,-0.40422977382896136,8.405025742009315
2021-07-16 10:00:00,24700794.947179206,18.847860040117073,15.560000695293061,20.636175688818003,18.419144112598346,15.735921901526478,19.58909818124263,-0.403210258170817,8.387770148155127
2021-07-16 11:00:00,23818845.724408653,18.83641404162319,15.560000029138417,20.63617569093757,18.432947576019245,15.747607552264906,19.611279886957153,-0.39822952167262504,8.30410919489978
2021-07-16 12:00:00,27538432.001987606,18.625898574603465,15.560000001969238,20.636175691035454,18.3300066263725,15.753373264762097,19.623716291107336,-0.39631110227315625,8.272168789387393
2021-07-16 13:00:00,27481731.691549286,18.52897661159053,15.560000000132288,20.636175691040087,18.274528587458406,15.770956744773468,19.648751744001927,-0.3926068787401604,8.210941244785204
2021-07-16 14:00:00,28483636.52754083,18.43775302807475,15.560000000009367,20.636175691040293,18.190926962426346,15.763114034939466,19.637076517203205,-0.39494161983352505,8.249464099509154
2021-07-16 15:00:00,29624280.936205473,18.42018028641768,15.560000000000644,20.636175691040304,18.206997997181368,15.792291843866604,19.674672864924705,-0.3888760476213015,8.149866768592759
2021-07-16 16:00:00,27089276.448544867,18.44527455434328,15.560000000000022,20.636175691040304,18.204435277624828,15.789079746120468,19.679883712826786,-0.38835018449168096,8.141306108243668
2021-07-16 17:00:00,25844287.866087634,18.354774742863317,15.559999999999977,20.636175691040307,18.104805681781155,15.753581814363521,19.638511677654222,-0.3954157883316026,8.257316276419942
2021-07-16 18:00:00,24902389.65065021,17.996973083494233,15.559999999999976,20.508824701176263,17.798212737899284,15.666686159522492,19.48156912397802,-0.4268105024696379,8.798625499352369
2021-07-16 19:00:00,25423256.330490813,17.769904449216607,15.559999999999976,20.505383437035228,17.62786862974766,15.659298041122952,19.443455109220615,-0.4329817972454083,8.910000730100123
2021-07-16 20:00:00,22648243.281808104,17.731796308589125,15.559999999999974,20.50536538428057,17.521543829426264,15.617984603868027,19.381422451165918,-0.4447085242877083,9.126143624286428
2021-07-16 21:00:00,22802531.534390945,17.62339382020679,15.559999999999977,20.505364311688382,17.39060768904006,15.56970767201269,19.320086063957817,-0.4549848284503351,9.320413101049638
2021-07-16 22:00:00,22982073.484171253,17.435053306549587,15.559999999999974,20.50536424429877,17.21633039864539,15.526986749729073,19.26103288595786,-0.4643560722347978,9.501534690067828
2021-07-16 23:00:00,22077912.257474244,17.494775358592364,15.573953331210383,20.505364239834698,17.1725305045157,15.500447356589438,19.22959537499088,-0.4694553949990397,9.601680329472245
2021-07-17 00:00:00,25835964.39628905,19.94702467162685,15.546628493615003,20.50536423951693,18.367671379349673,15.464801335228177,19.20298506032354,-0.4737527111077646,9.686945472321085
2021-07-17 01:00:00,23817108.511687618,20.0720818178263,15.491742916869953,20.5053642395153,18.816863455665683,15.417817770701362,19.251242979286054,-0.4649098374078649,9.512355863404963
2021-07-17 02:00:00,24348718.829108745,20.0720818178263,15.449540786944278,20.5053642395153,18.859494943657836,15.378738082799915,19.28097857735439,-0.46114614771710455,9.439069461460122
2021-07-17 03:00:00,24006726.19980567,20.0720818178263,15.420495352434079,20.5053642395153,18.875362872205216,15.346367119874326,19.29015267148446,-0.45966234735751366,9.410344627774705
2021-07-17 04:00:00,24111075.357020434,20.0720818178263,15.559343686369228,20.5053642395153,18.88034567061849,15.399414951821967,19.29188731567793,-0.45938181659250027,9.404924499500225
2021-07-17 05:00:00,28452453.78992549,20.0720818178263,15.559967934553196,20.505364239515302,18.88695218551357,15.4074844283387,19.288933903197286,-0.4595811793888185,9.408776035003967
2021-07-17 06:00:00,22023246.62670939,20.0720818178263,15.468013143407001,20.597465695742898,18.905789784870773,15.369225183667231,19.35756379263443,-0.4446775625144334,9.125565166703751
2021-07-17 07:00:00,25443521.70904664,20.0720818178263,15.555798613012005,20.6248047087457,19.00028776454115,15.479074397191486,19.449409540526986,-0.4288393843729314,8.835060970710543
2021-07-17 08:00:00,22245119.053016867,20.0720818178263,16.105186080866673,20.634110155211246,19.11125465441933,15.861894224241356,19.581596769619843,-0.40639464820091464,8.441814405388556
2021-07-17 09:00:00,24281244.47293594,20.0720818178263,15.565215261720056,20.63581297578527,19.121298004668823,15.687510466758031,19.623676984043893,-0.39722170394098827,8.287310075636384
2021-07-17 10:00:00,27067614.151838,20.0720818178263,15.560013602186649,20.636125866656055,19.17508529134402,15.681133617357485,19.680414342147433,-0.3868958399717344,8.11769198190936
2021-07-17 11:00:00,26321364.37042087,20.0720818178263,15.560000685320556,20.63616023387879,19.199284303212025,15.69514423047787,19.71113715552925,-0.3808463393686883,8.020435919184479
2021-07-17 12:00:00,26748494.290279686,20.0720818178263,15.560000034191226,20.636170862838757,19.26864750266175,15.745505195136523,19.78376017543258,-0.36850724593558415,7.826905577908192
2021-07-17 13:00:00,21118575.50064481,20.285248960304273,16.59891302275515,20.63617524037581,19.534835903285288,16.396211228988214,19.97471707754697,-0.3361295665149982,7.3499158610923985
