date_time,Average PMV
2021-01-09 05:00:00,-1.4089991449292438
2021-01-09 06:00:00,-1.7590232402115324
2021-01-09 07:00:00,-1.9682725683514708
2021-01-09 08:00:00,-2.044895598653617
2021-01-09 09:00:00,-2.088582866060196
