date_time,Electricity:Facilit,Zone Mean Air Temperature-ZONE WAREHOUSE BULK  - STORY GROUND,Zone Mean Air Temperature-ZONE WAREHOUSE FINE  - STORY GROUND,Zone Mean Air Temperature-ZONE WAREHOUSE OFFICE  - STORY GROUND,Zone Operative Temperature-ZONE WAREHOUSE BULK  - STORY GROUND,Zone Operative Temperature-ZONE WAREHOUSE FINE  - STORY GROUND,Zone Operative Temperature-ZONE WAREHOUSE OFFICE  - STORY GROUND,Zone Thermal Comfort Fanger Model PMV-WAREHOUSE OFFICE  - STORY GROUND WAREHOUSE OFFICE PEOPLE,Zone Thermal Comfort Fanger Model PPD-WAREHOUSE OFFICE  - STORY GROUND WAREHOUSE OFFICE PEOPLE
2021-06-23 22:00:00,27559049.19678882,20.0720818178263,15.55999999999998,20.50536436199538,18.79565980763867,15.173270148326257,19.241176902121943,-0.4928799422378148,10.07612106211215
2021-06-23 23:00:00,33454892.503414743,20.0720818178263,15.55999999999998,20.505364247900815,18.782424191920963,15.156902326927584,19.22211865951691,-0.4949798808165162,10.119809897109477
2021-06-24 00:00:00,32642419.055790246,20.0720818178263,15.559999999999974,20.50536424009404,18.779700305447875,15.149236031492855,19.218473755543947,-0.49550390519055176,10.130741822266202
2021-06-24 01:00:00,41761938.11074428,20.0720818178263,15.559999999999976,20.50536423955687,18.76675106109656,15.135075406399,19.20302580244214,-0.497480996460558,10.172093679641733
2021-06-24 02:00:00,41707411.47104477,20.0720818178263,15.559999999999977,20.505364239518308,18.753808928440307,15.120870881200267,19.19112930879519,-0.49882855877222304,10.200375397458899
2021-06-24 03:00:00,41895623.01027304,20.0720818178263,15.559999999999976,20.50536423951552,18.747807421709844,15.112130760095194,19.188646251002996,-0.4994167745661065,10.21274506725507
2021-06-24 04:00:00,42127854.66220291,20.0720818178263,15.559999999999977,20.505364239515316,18.738501851658608,15.101427226647195,19.18350184138765,-0.4991361434496744,10.206841772604946
2021-06-24 05:00:00,39890521.18814709,20.0720818178263,15.559999999999977,20.5053642395153,18.732159987592457,15.092815193915357,19.18018779725292,-0.49955926964265995,10.215743865045866
2021-06-24 06:00:00,38761165.36823593,20.0720818178263,15.559999999999977,20.598508214233938,18.747252932722734,15.100516156185327,19.238251652523292,-0.48615238814831413,9.937437729266449
2021-06-24 07:00:00,33738287.54058962,20.0720818178263,15.559999999999977,20.625350677816826,18.83942775004158,15.174430982005681,19.346456122119275,-0.46716908426271164,9.55664089889477
2021-06-24 08:00:00,35018321.98697543,20.072081817826305,15.559999999999976,20.633027160386135,18.871069286617946,15.208091873203205,19.39429337665333,-0.45926946537272567,9.40275471450552
2021-06-24 09:00:00,44747018.88939791,20.0720818178263,15.559999999999977,20.635258408474375,18.918062931677586,15.248402608059735,19.451849370315603,-0.4503781772824499,9.232764431257934
2021-06-24 10:00:00,40355373.66584939,20.0720818178263,15.559999999999977,20.635905123893448,19.01492736930941,15.324651067938506,19.558131317907282,-0.43223675924691046,8.89646802678321
2021-06-24 11:00:00,40078462.1203176,20.0720818178263,15.559999999999976,20.63609429678281,19.027423960406352,15.350151226485615,19.60990566966937,-0.42209645157774794,8.714650624874764
2021-06-24 12:00:00,33927970.379016005,20.0720818178263,15.559999999999974,20.636150835874204,19.075672131044882,15.395878722437818,19.677132238519643,-0.41092763501303176,8.519495449895771
2021-06-24 13:00:00,35737594.49482667,20.0720818178263,15.559999999999974,20.63616800892713,19.103087194311584,15.424826406250096,19.71543513755383,-0.4045250474813518,8.410031641375681
2021-06-24 14:00:00,39133868.91030202,20.0720818178263,15.559999999999974,20.636173302764124,19.076219612735557,15.413820393775222,19.690148502839712,-0.4086153958388789,8.479761039003662
2021-06-24 15:00:00,38972397.79865658,20.072081817826298,15.559999999999977,20.63617495350814,19.056910711585136,15.401816392305188,19.65626710107187,-0.41503446777760417,8.590633510418556
2021-06-24 16:00:00,38922005.19450536,20.0720818178263,15.559999999999976,20.636175464955155,19.051749183721434,15.395999422891615,19.639923675989884,-0.416907323078092,8.623314835947852
2021-06-24 17:00:00,43078668.673107184,20.0720818178263,15.559999999999974,20.636175622231814,19.022185637175433,15.366204696483125,19.607015464263895,-0.4222405196430211,8.717202894471512
2021-06-24 18:00:00,38101981.45418028,20.0720818178263,15.559999999999977,20.51262178734574,18.991055297590833,15.325240350202538,19.512318256698737,-0.44232256522497987,9.081687621777519
2021-06-24 19:00:00,45294956.34389115,20.0720818178263,15.559999999999974,20.505830175760952,18.892079221881296,15.239712281879072,19.382611122196096,-0.4653946650248938,9.521840767866166
2021-06-24 20:00:00,38098525.46773119,20.0720818178263,15.559999999999974,20.505394674072416,18.865077830635652,15.214456770789804,19.325844965824015,-0.47445598459530947,9.700975267838828
2021-06-24 21:00:00,38390274.342112586,20.0720818178263,15.559999999999974,20.50536630113903,18.83428230567353,15.18625350793643,19.280916303540764,-0.4816156637519865,9.845019570685935
2021-06-24 22:00:00,35162690.424454495,20.0720818178263,15.559999999999976,20.50536438138186,18.804419285763785,15.159789505872041,19.246317300265364,-0.48720845569040533,9.959078459901903
2021-06-24 23:00:00,38576879.69360553,20.0720818178263,15.559999999999976,20.5053642493857,18.79410051739541,15.147771768542524,19.2316427460776,-0.49054054581457257,10.027674600663275
2021-06-25 00:00:00,33570445.21242688,17.951848723990096,15.559999999999974,20.505364239588644,17.73132284635553,15.141465443133228,19.22907104405747,-0.49201822164261066,10.05824823388491
2021-06-25 01:00:00,35270832.67433352,17.002058890381974,15.559999999999974,20.50536423951621,16.82579877957776,15.124783513842065,19.15289680485995,-0.5053778172103653,10.338944202991144
2021-06-25 02:00:00,36173694.842967674,16.39256593008833,15.559999999999974,20.50536423951532,16.324288481401588,15.105938255378586,19.07610420770663,-0.5172337381972603,10.594508108538164
2021-06-25 03:00:00,38281098.03927146,15.988316958687381,15.559999999999974,20.5053642395153,15.981800206461358,15.091717780255872,19.023699334320987,-0.5259033910194635,10.78523866674469
2021-06-25 04:00:00,30661566.453395247,15.936920763514628,15.559999999999976,20.5053642395153,15.83988081837083,15.07171739947276,18.978565539442315,-0.5318379518109454,10.917673615107248
2021-06-25 05:00:00,30861842.276855636,15.859843712309349,15.559999999999981,20.5053642395153,15.750911419973095,15.058848872518668,18.954732632398155,-0.536742111471709,11.028265177893047
2021-06-25 06:00:00,28870641.93600885,15.864770880271804,15.559999999999977,20.624989288114943,15.731929405583687,15.069972471497309,19.02172450437265,-0.5235948214400217,10.734132834813622
2021-06-25 07:00:00,35884599.56231439,15.939134250050628,15.559999999999976,20.63530458253005,15.875880005007017,15.15859993636182,19.153815152496726,-0.5022171641456668,10.271839864536986
2021-06-25 08:00:00,32991679.976829812,16.27924307682094,15.559999999999976,20.636145142002963,16.129736542205443,15.22104624917981,19.22162091075315,-0.4913660672296691,10.044743305964317
2021-06-25 09:00:00,34598070.424317434,16.448464341916456,15.559999999999977,20.636175437711124,16.271489442641837,15.255432601551272,19.27605892403175,-0.4826515565362404,9.86604362267569
2021-06-25 10:00:00,34357609.1501369,16.53115584560561,15.559999999999974,20.636175674629943,16.32131231524253,15.273416156671544,19.315273302759906,-0.4747430005962021,9.706707156180727
2021-06-25 11:00:00,35465161.837288626,16.425352676252988,15.559999999999974,20.63617568996344,16.245793184153257,15.273666145513396,19.309729672094363,-0.475876522217604,9.729379004732834
2021-06-25 12:00:00,32570864.850113165,16.648106495304262,15.559999999999981,20.636175690982295,16.611623708199687,15.435656797844194,19.53869824318206,-0.4385877824257973,9.012591129080462
2021-06-25 13:00:00,33440844.654201422,16.862832135597973,15.559999999999977,20.636175691037508,16.759877657589858,15.481251329730851,19.640460765666255,-0.42092337497226684,8.69390186050829
2021-06-25 14:00:00,31828130.036607303,17.057027293075468,15.559999999999972,20.63617569104018,16.92312009569001,15.529516032095684,19.70999030728524,-0.41035729459061854,8.509673223876334
2021-06-25 15:00:00,34371891.53702853,17.09606430151164,15.559999999999976,20.6361756910403,17.086594775826065,15.630885070596158,19.83865056520517,-0.3923680361504765,8.207013519001677
2021-06-25 16:00:00,32562060.05715371,17.120151787539573,15.559999999999976,20.636175691040307,17.08422763015649,15.635265742686826,19.817672238073122,-0.40095114946439375,8.349692579749345
2021-06-25 17:00:00,30177893.268199477,17.130516271244474,15.559999999999977,20.636175691040304,17.05942312471325,15.61425263659233,19.73196128828608,-0.41797660717745944,8.642041267493866
2021-06-25 18:00:00,26218553.461819705,16.87457973577899,15.559999999999976,20.51262937217373,16.689246829800794,15.453222167857657,19.465282244350572,-0.46866115594072316,9.586008595519601
2021-06-25 19:00:00,27903713.185424652,16.53239473906196,15.559999999999977,20.505608081457474,16.266315315766434,15.306401911159796,19.239438130861636,-0.5088174632346996,10.412462591600473
