date_time,Electricity:Facilit,Zone Mean Air Temperature-ZONE WAREHOUSE BULK  - STORY GROUND,Zone Mean Air Temperature-ZONE WAREHOUSE FINE  - STORY GROUND,Zone Mean Air Temperature-ZONE WAREHOUSE OFFICE  - STORY GROUND,Zone Operative Temperature-ZONE WAREHOUSE BULK  - STORY GROUND,Zone Operative Temperature-ZONE WAREHOUSE FINE  - STORY GROUND,Zone Operative Temperature-ZONE WAREHOUSE OFFICE  - STORY GROUND,Zone Thermal Comfort Fanger Model PMV-WAREHOUSE OFFICE  - STORY GROUND WAREHOUSE OFFICE PEOPLE,Zone Thermal Comfort Fanger Model PPD-WAREHOUSE OFFICE  - STORY GROUND WAREHOUSE OFFICE PEOPLE
2021-10-28 10:00:00,90224797.91090013,20.0720818178263,20.744280672990097,29.012217987804902,19.557012053355322,20.52012341487496,26.709728145736495,0.9113050584556107,22.53775908060919
2021-10-28 11:00:00,83887531.1890956,20.0720818178263,20.7442806729901,29.012217987804892,19.658136454320616,20.585180667508936,26.898891298721825,0.9445445142564446,23.84385006806035
2021-10-28 12:00:00,69622364.06463878,20.0720818178263,20.7442806729901,29.0122179878049,19.72914315342068,20.638455194834144,27.04227832532144,0.968916358273247,24.829327215777198
2021-10-28 13:00:00,66835356.23974728,20.0720818178263,20.7442806729901,29.0122179878049,19.77270077416579,20.679135252262938,27.055203009889865,0.9702430305334664,24.883637928845104
2021-10-28 14:00:00,63140649.2168495,20.0720818178263,20.7442806729901,29.0122179878049,19.761328306311807,20.71986584559537,27.069023438174323,0.9720647071709756,24.958324299530403
2021-10-28 15:00:00,66071670.35606572,20.0720818178263,20.744280672990104,29.012217987804895,19.725750558214862,20.717816771109867,26.962382532269444,0.9525260980543437,24.16401719574563
2021-10-28 16:00:00,55619943.90984608,20.072081817826298,20.7442806729901,29.012217987804895,19.671145946835374,20.67669197506155,26.79701166428874,0.923510633368643,23.012220255979372
2021-10-28 17:00:00,64908049.549258284,20.072081817826298,20.744280672990097,29.0122179878049,19.591721267773064,20.60247785956758,26.564570164966653,0.8811653686685682,21.392005820650397
2021-10-28 18:00:00,57963471.05355532,20.072081817826305,20.744280672990097,29.012217987804895,19.506182262694082,20.51997578470155,26.44213055010558,0.8602155976475985,20.617522669021582
2021-10-28 19:00:00,55880730.99074845,20.0720818178263,20.7442806729901,29.0122179878049,19.49760161618717,20.501351530972272,26.41157441828397,0.8549746637902641,20.426608574634926
2021-10-28 20:00:00,66485715.21615919,20.0720818178263,20.7442806729901,29.0122179878049,19.484828336545533,20.48576019135035,26.390923020555462,0.8514569397128288,20.299105944286623
2021-10-28 21:00:00,68062761.41521756,20.072081817826298,20.7442806729901,29.0122179878049,19.470947069283987,20.47097528063577,26.37454972148865,0.8486450048108061,20.197555055380306
2021-10-28 22:00:00,58625193.50047632,20.0720818178263,20.7442806729901,29.012217987804895,19.45633357474463,20.456403580639943,26.366263061159373,0.8469633942291356,20.13698216554171
2021-10-28 23:00:00,54122201.62421802,20.0720818178263,20.744280672990097,29.0122179878049,19.444244409400703,20.443843417623302,26.359166174968415,0.8455571519482719,20.086418654458413
2021-10-29 00:00:00,51844931.482845545,18.51398210565774,20.7442806729901,29.012217987804902,18.64105776269204,20.423737951594497,26.335502266019674,0.8409186597042287,19.92021917234797
2021-10-29 01:00:00,40779447.52825846,18.41710259219981,20.7442806729901,29.0122179878049,18.215237254729033,20.384663432238316,26.248957878836386,0.8259680133899566,19.390649845186886
