date_time,Average PMV,Habitability,Habitability?
2021-12-31 09:00:00,-1.5633453176125223,H,H
2021-12-31 10:00:00,-1.5907273114068812,H,H
2021-12-31 11:00:00,-1.5764619384121517,H,H
2021-12-31 12:00:00,-1.584551669831491,H,H
2021-12-31 13:00:00,-1.5800647566599364,H,H
2021-12-31 14:00:00,-1.5878072981621623,H,H
2021-12-31 15:00:00,-1.600081710048599,H,H
2021-12-31 16:00:00,-1.647584215651877,H,H
2021-12-31 17:00:00,-1.6912698019679848,H,H
2021-12-31 18:00:00,-1.7160870316367187,H,H
2021-12-31 19:00:00,-1.7491443322016724,H,H
2021-12-31 20:00:00,-1.7694042954748703,H,H
2021-12-31 21:00:00,-1.7765043980015136,H,H
2021-12-31 22:00:00,-1.798479844775111,H,H
2021-12-31 23:00:00,-1.8243283026309605,H,H
2021-01-01 01:00:00,-4.577938096896325,H,NH
2021-01-01 02:00:00,-4.61824836446217,H,NH
2021-01-01 03:00:00,-4.645673601341781,H,NH
2021-01-01 04:00:00,-4.615896713130369,H,NH
2021-01-01 05:00:00,-4.591347766655837,H,NH
2021-01-01 06:00:00,-4.580556428533947,H,NH
2021-01-01 07:00:00,-4.573243919840141,H,NH
2021-01-01 08:00:00,-4.556228241061234,H,NH
2021-01-01 09:00:00,-4.547383103872016,H,NH
2021-01-01 10:00:00,-4.530861793400141,H,NH
2021-01-01 11:00:00,-4.466278065881181,H,NH
2021-01-01 12:00:00,-4.398529431930373,H,NH
2021-01-01 13:00:00,-4.362880900977404,H,NH
2021-01-01 14:00:00,-4.345227128049127,H,NH
2021-01-01 15:00:00,-4.353172093012042,H,NH
2021-01-01 16:00:00,-4.389701097615678,H,NH
2021-01-01 17:00:00,-4.432805200896663,H,NH
2021-01-01 18:00:00,-4.453681305811922,H,NH
2021-01-01 19:00:00,-4.466953522985181,H,NH
2021-01-01 20:00:00,-4.487170617635487,H,NH
2021-01-01 21:00:00,-4.497304139718575,H,NH
2021-01-01 22:00:00,-4.500074863367236,H,NH
2021-01-01 23:00:00,-4.515744699154482,H,NH
2021-01-02 00:00:00,-4.534496102613635,H,NH
2021-01-02 01:00:00,-4.541513689874667,H,NH
2021-01-02 02:00:00,-4.5483101359021845,H,NH
2021-01-02 03:00:00,-4.584774768951704,H,NH
2021-01-02 04:00:00,-4.602183243063588,H,NH
2021-01-02 05:00:00,-4.6108673693546836,H,NH
2021-01-02 06:00:00,-4.6200515167327865,H,NH
2021-01-02 07:00:00,-4.629185785286757,H,NH
2021-01-02 08:00:00,-4.627494769885224,H,NH
2021-01-02 09:00:00,-4.619374371771706,H,NH
2021-01-02 10:00:00,-4.620299282055438,H,NH
2021-01-02 11:00:00,-4.5349763711923785,H,NH
2021-01-02 12:00:00,-4.454241575460368,H,NH
2021-01-02 13:00:00,-4.399806180424129,H,NH
2021-01-02 14:00:00,-4.368532951623919,H,NH
2021-01-02 15:00:00,-4.396917510343994,H,NH
2021-01-02 16:00:00,-4.466857012214612,H,NH
2021-01-02 17:00:00,-4.522892989200383,H,NH
2021-01-02 18:00:00,-4.5607134631969695,H,NH
2021-01-02 19:00:00,-4.601901579073863,H,NH
2021-01-02 20:00:00,-4.629998519068104,H,NH
2021-01-02 21:00:00,-4.662105884662675,H,NH
2021-01-02 22:00:00,-4.686992385938544,H,NH
2021-01-02 23:00:00,-4.718360930196035,H,NH
2021-01-03 00:00:00,-4.731888442643186,H,NH
2021-01-03 01:00:00,-4.760389444543493,H,NH
2021-01-03 02:00:00,-4.790771538484429,H,NH
2021-01-03 03:00:00,-4.837008922073015,H,NH
2021-01-03 04:00:00,-4.857934033492328,H,NH
2021-01-03 05:00:00,-4.87217933048516,H,NH
2021-01-03 06:00:00,-4.871463694701294,H,NH
2021-01-03 07:00:00,-4.8861862309833,H,NH
2021-01-03 08:00:00,-4.885828602225481,H,NH
2021-01-03 09:00:00,-4.898118096093791,H,NH
2021-01-03 10:00:00,-4.914117960959154,H,NH
2021-01-03 11:00:00,-4.881070252951272,H,NH
2021-01-03 12:00:00,-4.827869317141268,H,NH
2021-01-03 13:00:00,-4.803012198181111,H,NH
2021-01-03 14:00:00,-4.748127391345386,H,NH
2021-01-03 15:00:00,-4.759484274271386,H,NH
2021-01-03 16:00:00,-4.786423694197637,H,NH
2021-01-03 17:00:00,-4.8060909994042715,H,NH
2021-01-03 18:00:00,-4.818686197086856,H,NH
2021-01-03 19:00:00,-4.818510038561116,H,NH
2021-01-03 20:00:00,-4.8201736060871205,H,NH
2021-01-03 21:00:00,-4.834127550036826,H,NH
2021-01-03 22:00:00,-4.844086211344582,H,NH
2021-01-03 23:00:00,-4.858873006880242,H,NH
2021-01-04 00:00:00,-4.885094524351479,H,NH
2021-01-04 01:00:00,-4.914250601272637,H,NH
2021-01-04 02:00:00,-4.922767112869715,H,NH
2021-01-04 03:00:00,-4.955810902648122,H,NH
2021-01-04 04:00:00,-4.980934013586154,H,NH
2021-01-04 05:00:00,-4.995897606295653,H,NH
2021-01-04 06:00:00,-5.006795174543242,H,NH
2021-01-04 07:00:00,-5.009726137376436,H,NH
2021-01-04 08:00:00,-5.007487095385984,H,NH
2021-01-04 09:00:00,-5.001776692753302,H,NH
2021-01-04 10:00:00,-4.988509241256794,H,NH
2021-01-04 11:00:00,-4.927261630073581,H,NH
2021-01-04 12:00:00,-4.866400367199329,H,NH
2021-01-04 13:00:00,-4.835545887798364,H,NH
2021-01-04 14:00:00,-4.82629571747822,H,NH
2021-01-04 15:00:00,-4.844833472071618,H,NH
2021-01-04 16:00:00,-4.877652677047718,H,NH
2021-01-04 17:00:00,-4.890427973321174,H,NH
2021-01-04 18:00:00,-4.91146436096658,H,NH
2021-01-04 19:00:00,-4.913552320079741,H,NH
2021-01-04 20:00:00,-4.844634391396287,H,NH
2021-01-04 21:00:00,-4.840763449770763,H,NH
2021-01-04 22:00:00,-4.863535844369929,H,NH
2021-01-04 23:00:00,-4.88372275541056,H,NH
2021-01-05 00:00:00,-4.900922780361305,H,NH
2021-01-05 01:00:00,-4.9295380923683565,H,NH
2021-01-05 02:00:00,-4.962284944730038,H,NH
2021-01-05 03:00:00,-5.013932675955842,H,NH
2021-01-05 04:00:00,-5.0528969365007015,H,NH
2021-01-05 05:00:00,-5.079253919991438,H,NH
2021-01-05 06:00:00,-5.115420744105392,H,NH
2021-01-05 07:00:00,-5.1526067977969765,H,NH
2021-01-05 08:00:00,-5.172518615682793,H,NH
2021-01-05 09:00:00,-5.186459343747935,H,NH
2021-01-05 10:00:00,-5.19530846008633,H,NH
2021-01-05 11:00:00,-5.15168455950274,H,NH
2021-01-05 12:00:00,-5.0913425663840925,H,NH
2021-01-05 13:00:00,-5.065743003202276,H,NH
2021-01-05 14:00:00,-5.055878769112728,H,NH
2021-01-05 15:00:00,-5.069613372162746,H,NH
2021-01-05 16:00:00,-5.124792055960872,H,NH
2021-01-05 17:00:00,-5.182843567091376,H,NH
2021-01-05 18:00:00,-5.219570126924714,H,NH
2021-01-05 19:00:00,-5.2471970531140855,H,NH
2021-01-05 20:00:00,-5.269311509045412,H,NH
2021-01-05 21:00:00,-5.297661902501977,H,NH
2021-01-05 22:00:00,-5.312912911492094,H,NH
2021-01-05 23:00:00,-5.32737622610715,H,NH
2021-01-06 00:00:00,-5.344170800932833,H,NH
2021-01-06 01:00:00,-5.360671763039599,H,NH
2021-01-06 02:00:00,-5.383103954586726,H,NH
2021-01-06 03:00:00,-5.412186340401412,H,NH
2021-01-06 04:00:00,-5.4424673330524795,H,NH
2021-01-06 05:00:00,-5.463087117943961,H,NH
2021-01-06 06:00:00,-5.480067784568663,H,NH
2021-01-06 07:00:00,-5.488584127097667,H,NH
2021-01-06 08:00:00,-5.483927322721667,H,NH
2021-01-06 09:00:00,-5.487377711216603,H,NH
2021-01-06 10:00:00,-5.4988940197267775,H,NH
2021-01-06 11:00:00,-5.471618668308587,H,NH
2021-01-06 12:00:00,-5.420752214659678,H,NH
2021-01-06 13:00:00,-5.383205778934922,H,NH
2021-01-06 14:00:00,-5.376361886450794,H,NH
2021-01-06 15:00:00,-5.4300679376742,H,NH
2021-01-06 16:00:00,-5.472175558594581,H,NH
2021-01-06 17:00:00,-5.502205634251392,H,NH
2021-01-06 18:00:00,-5.520124094811341,H,NH
2021-01-06 19:00:00,-5.522887526219411,H,NH
2021-01-06 20:00:00,-5.529498378413539,H,NH
2021-01-06 21:00:00,-5.54272383688305,H,NH
2021-01-06 22:00:00,-5.564030909119395,H,NH
2021-01-06 23:00:00,-5.571336150540603,H,NH
2021-01-07 00:00:00,-5.571775617176049,H,NH
2021-01-07 01:00:00,-5.578437920937225,H,NH
2021-01-07 02:00:00,-5.587632981017443,H,NH
2021-01-07 03:00:00,-5.606869747640651,H,NH
2021-01-07 04:00:00,-5.603053792843141,H,NH
2021-01-07 05:00:00,-5.614806033447533,H,NH
2021-01-07 06:00:00,-5.629249570756715,H,NH
2021-01-07 07:00:00,-5.636430201442562,H,NH
2021-01-07 08:00:00,-5.6119815395317545,H,NH
2021-01-07 09:00:00,-5.582288716170074,H,NH
2021-01-07 10:00:00,-5.566071967612259,H,NH
2021-01-07 11:00:00,-5.534241741702313,H,NH
2021-01-07 12:00:00,-5.50600729073673,H,NH
2021-01-07 13:00:00,-5.453930665585436,H,NH
2021-01-07 14:00:00,-5.44566948725792,H,NH
2021-01-07 15:00:00,-5.481465172094506,H,NH
2021-01-07 16:00:00,-5.495239055460773,H,NH
2021-01-07 17:00:00,-5.519144260876733,H,NH
2021-01-07 18:00:00,-5.551003298936244,H,NH
2021-01-07 19:00:00,-5.564666569739116,H,NH
2021-01-07 20:00:00,-5.5764868707847635,H,NH
2021-01-07 21:00:00,-5.586399236880418,H,NH
2021-01-07 22:00:00,-5.585085838083979,H,NH
2021-01-07 23:00:00,-5.578919573039225,H,NH
2021-01-08 00:00:00,-5.589034459816914,H,NH
2021-01-08 01:00:00,-5.593668108175876,H,NH
2021-01-08 02:00:00,-5.595913528149983,H,NH
2021-01-08 03:00:00,-5.606770181416134,H,NH
2021-01-08 04:00:00,-5.615735337768844,H,NH
2021-01-08 05:00:00,-5.617239178493907,H,NH
2021-01-08 06:00:00,-5.60235947978381,H,NH
2021-01-08 07:00:00,-5.5805163732751515,H,NH
2021-01-08 08:00:00,-5.556058029070058,H,NH
2021-01-08 09:00:00,-5.547752836274075,H,NH
2021-01-08 10:00:00,-5.545615446054252,H,NH
2021-01-08 11:00:00,-5.525626451122728,H,NH
2021-01-08 12:00:00,-5.480354284944801,H,NH
2021-01-08 13:00:00,-5.477450691717432,H,NH
2021-01-08 14:00:00,-5.482516719686333,H,NH
2021-01-08 15:00:00,-5.499641446364367,H,NH
2021-01-08 16:00:00,-5.520457822398214,H,NH
2021-01-08 17:00:00,-5.554336679747827,H,NH
2021-01-08 18:00:00,-5.57916188809206,H,NH
2021-01-08 19:00:00,-5.609015761222833,H,NH
2021-01-08 20:00:00,-5.624656409961953,H,NH
2021-01-08 21:00:00,-5.6248901256784265,H,NH
2021-01-08 22:00:00,-5.627003121212952,H,NH
2021-01-08 23:00:00,-5.63170521604295,H,NH
2021-01-09 00:00:00,-5.636759648531766,H,NH
2021-01-09 01:00:00,-5.627908827963897,H,NH
2021-01-09 02:00:00,-5.624593372892793,H,NH
2021-01-09 03:00:00,-5.646265333397026,H,NH
2021-01-09 04:00:00,-5.662797787764926,H,NH
2021-01-09 05:00:00,-5.670140853663473,H,NH
2021-01-09 06:00:00,-5.664499377298885,H,NH
2021-01-09 07:00:00,-5.662430896943094,H,NH
2021-01-09 08:00:00,-5.635090989026504,H,NH
2021-01-09 09:00:00,-5.604974523681395,H,NH
2021-01-09 10:00:00,-5.596808112486319,H,NH
2021-01-09 11:00:00,-5.575942991516096,H,NH
2021-01-09 12:00:00,-5.546606982905889,H,NH
2021-01-09 13:00:00,-5.523572985086768,H,NH
2021-01-09 14:00:00,-5.50575455079608,H,NH
2021-01-09 15:00:00,-5.50434396847535,H,NH
2021-01-09 16:00:00,-5.475481073827979,H,NH
2021-01-09 17:00:00,-5.468697276002892,H,NH
2021-01-09 18:00:00,-5.466578622454098,H,NH
2021-01-09 19:00:00,-5.4618397463527755,H,NH
2021-01-09 20:00:00,-5.4566438091646,H,NH
2021-01-09 21:00:00,-5.445514496814904,H,NH
2021-01-09 22:00:00,-5.437292424190588,H,NH
2021-01-09 23:00:00,-5.4631343403672545,H,NH
2021-01-10 00:00:00,-5.473491632724038,H,NH
2021-01-10 01:00:00,-5.448987672335435,H,NH
2021-01-10 02:00:00,-5.457240879446037,H,NH
2021-01-10 03:00:00,-5.4678566725823785,H,NH
2021-01-10 04:00:00,-5.481299630699145,H,NH
2021-01-10 05:00:00,-5.498100631132066,H,NH
2021-01-10 06:00:00,-5.518713156674752,H,NH
2021-01-10 07:00:00,-5.548790017720829,H,NH
2021-01-10 08:00:00,-5.569934478155534,H,NH
2021-01-10 09:00:00,-5.559013094819687,H,NH
2021-01-10 10:00:00,-5.5583741967530615,H,NH
2021-01-10 11:00:00,-5.500343303174348,H,NH
2021-01-10 12:00:00,-5.438233544810079,H,NH
2021-01-10 13:00:00,-5.36155321082031,H,NH
2021-01-10 14:00:00,-5.344519619393292,H,NH
2021-01-10 15:00:00,-5.316545223698768,H,NH
2021-01-10 16:00:00,-5.335066018277597,H,NH
2021-01-10 17:00:00,-5.348881844832462,H,NH
2021-01-10 18:00:00,-5.349290926191132,H,NH
2021-01-10 19:00:00,-5.338891497385556,H,NH
2021-01-10 20:00:00,-5.332847176094319,H,NH
2021-01-10 21:00:00,-5.329359451013381,H,NH
2021-01-10 22:00:00,-5.326219879529798,H,NH
2021-01-10 23:00:00,-5.322418004635108,H,NH
2021-01-11 00:00:00,-5.318320028982143,H,NH
2021-01-11 01:00:00,-5.313874936010072,H,NH
2021-01-11 02:00:00,-5.310423030081777,H,NH
2021-01-11 03:00:00,-5.317918344006968,H,NH
2021-01-11 04:00:00,-5.323144886669356,H,NH
2021-01-11 05:00:00,-5.304213935960504,H,NH
2021-01-11 06:00:00,-5.309530331851346,H,NH
2021-01-11 07:00:00,-5.321403650803294,H,NH
2021-01-11 08:00:00,-5.303243461637098,H,NH
2021-01-11 09:00:00,-5.2772123329340905,H,NH
2021-01-11 10:00:00,-5.264000268502641,H,NH
2021-01-11 11:00:00,-5.244513237887544,H,NH
2021-01-11 12:00:00,-5.2298318644682915,H,NH
2021-01-11 13:00:00,-5.224421352249558,H,NH
2021-01-11 14:00:00,-5.211016667390315,H,NH
2021-01-11 15:00:00,-5.203476402380783,H,NH
2021-01-11 16:00:00,-5.206796837251385,H,NH
2021-01-11 17:00:00,-5.206152730046877,H,NH
2021-01-11 18:00:00,-5.186859614114684,H,NH
2021-01-11 19:00:00,-5.175322086139754,H,NH
2021-01-11 20:00:00,-5.1692475534919655,H,NH
2021-01-11 21:00:00,-5.162885045970159,H,NH
2021-01-11 22:00:00,-5.156287914518202,H,NH
2021-01-11 23:00:00,-5.150015580201475,H,NH
2021-01-12 00:00:00,-5.144066287871967,H,NH
2021-01-12 01:00:00,-5.138283173015647,H,NH
2021-01-12 02:00:00,-5.132535443615937,H,NH
2021-01-12 03:00:00,-5.144501470181354,H,NH
2021-01-12 04:00:00,-5.150960133305277,H,NH
2021-01-12 05:00:00,-5.149843035059363,H,NH
2021-01-12 06:00:00,-5.146559366669162,H,NH
2021-01-12 07:00:00,-5.136257164493565,H,NH
2021-01-12 08:00:00,-5.109966702716518,H,NH
2021-01-12 09:00:00,-5.0938424989911555,H,NH
2021-01-12 10:00:00,-5.078360814318718,H,NH
2021-01-12 11:00:00,-5.0551781604534245,H,NH
2021-01-12 12:00:00,-5.04038462371566,H,NH
2021-01-12 13:00:00,-5.028872382973662,H,NH
2021-01-12 14:00:00,-5.012052277441687,H,NH
2021-01-12 15:00:00,-5.002512535497627,H,NH
2021-01-12 16:00:00,-5.00503731231587,H,NH
2021-01-12 17:00:00,-5.003277504981006,H,NH
2021-01-12 18:00:00,-4.997697361843476,H,NH
2021-01-12 19:00:00,-5.00005059143368,H,NH
2021-01-12 20:00:00,-4.998402040271742,H,NH
2021-01-12 21:00:00,-4.9939249060108075,H,NH
2021-01-12 22:00:00,-4.989290674404124,H,NH
2021-01-12 23:00:00,-4.985380323942624,H,NH
2021-01-13 00:00:00,-4.981364509693592,H,NH
2021-01-13 01:00:00,-4.977184374172589,H,NH
2021-01-13 02:00:00,-4.9754070498407446,H,NH
2021-01-13 03:00:00,-4.993486421511048,H,NH
2021-01-13 04:00:00,-5.007406748644208,H,NH
2021-01-13 05:00:00,-5.0193183044195875,H,NH
2021-01-13 06:00:00,-5.034989432660251,H,NH
2021-01-13 07:00:00,-5.037632187206287,H,NH
2021-01-13 08:00:00,-5.019001859689996,H,NH
2021-01-13 09:00:00,-5.016338786223621,H,NH
2021-01-13 10:00:00,-4.997033679616707,H,NH
2021-01-13 11:00:00,-4.9193766538585,H,NH
2021-01-13 12:00:00,-4.846774510128846,H,NH
2021-01-13 13:00:00,-4.7864333489744295,H,NH
2021-01-13 14:00:00,-4.761292254281928,H,NH
2021-01-13 15:00:00,-4.740906108027978,H,NH
2021-01-13 16:00:00,-4.788581904515875,H,NH
2021-01-13 17:00:00,-4.867973127782473,H,NH
2021-01-13 18:00:00,-4.906027517612766,H,NH
2021-01-13 19:00:00,-4.951160379863315,H,NH
2021-01-13 20:00:00,-4.960901941110335,H,NH
2021-01-13 21:00:00,-4.985852436818423,H,NH
2021-01-13 22:00:00,-5.000332143252371,H,NH
2021-01-13 23:00:00,-5.016948018368784,H,NH
2021-01-14 00:00:00,-5.029876660709834,H,NH
2021-01-14 01:00:00,-5.057309717764601,H,NH
2021-01-14 02:00:00,-5.067460683661079,H,NH
2021-01-14 03:00:00,-5.080507921332077,H,NH
2021-01-14 04:00:00,-5.092686303127639,H,NH
2021-01-14 05:00:00,-5.091037206188329,H,NH
2021-01-14 06:00:00,-5.082683484911434,H,NH
2021-01-14 07:00:00,-5.063703758921938,H,NH
2021-01-14 08:00:00,-5.048504864831437,H,NH
2021-01-14 09:00:00,-5.033397596116596,H,NH
2021-01-14 10:00:00,-5.017525985315765,H,NH
2021-01-14 11:00:00,-4.974861043307084,H,NH
2021-01-14 12:00:00,-4.931983833619962,H,NH
2021-01-14 13:00:00,-4.938078500063001,H,NH
2021-01-14 14:00:00,-4.926162590366514,H,NH
2021-01-14 15:00:00,-4.910839142707782,H,NH
2021-01-14 16:00:00,-4.894899045230789,H,NH
2021-01-14 17:00:00,-4.888500030140616,H,NH
2021-01-14 18:00:00,-4.883745822320845,H,NH
2021-01-14 19:00:00,-4.886443466179496,H,NH
2021-01-14 20:00:00,-4.885533499645098,H,NH
2021-01-14 21:00:00,-4.88152119003033,H,NH
2021-01-14 22:00:00,-4.884969717864242,H,NH
2021-01-14 23:00:00,-4.885228022572702,H,NH
2021-01-15 00:00:00,-4.882712414185239,H,NH
2021-01-15 01:00:00,-4.877759601133136,H,NH
2021-01-15 02:00:00,-4.874799648477317,H,NH
2021-01-15 03:00:00,-4.880937549900608,H,NH
2021-01-15 04:00:00,-4.891100566251106,H,NH
2021-01-15 05:00:00,-4.902572182125599,H,NH
2021-01-15 06:00:00,-4.897074345835924,H,NH
2021-01-15 07:00:00,-4.892730396239332,H,NH
2021-01-15 08:00:00,-4.886115285509033,H,NH
2021-01-15 09:00:00,-4.888086287485457,H,NH
2021-01-15 10:00:00,-4.88176618217861,H,NH
2021-01-15 11:00:00,-4.874989734140221,H,NH
2021-01-15 12:00:00,-4.871458220962885,H,NH
2021-01-15 13:00:00,-4.8666992396299005,H,NH
2021-01-15 14:00:00,-4.8645754908993775,H,NH
2021-01-15 15:00:00,-4.865301193073969,H,NH
2021-01-15 16:00:00,-4.867175323388988,H,NH
2021-01-15 17:00:00,-4.8675151357874915,H,NH
2021-01-15 18:00:00,-4.860352314387713,H,NH
2021-01-15 19:00:00,-4.856478453272679,H,NH
2021-01-15 20:00:00,-4.855348953333916,H,NH
2021-01-15 21:00:00,-4.845134864043498,H,NH
2021-01-15 22:00:00,-4.839061853769603,H,NH
2021-01-15 23:00:00,-4.836466927990022,H,NH
2021-01-16 00:00:00,-4.8428636640222384,H,NH
2021-01-16 01:00:00,-4.848137484221793,H,NH
2021-01-16 02:00:00,-4.84819866838956,H,NH
2021-01-16 03:00:00,-4.866090965858778,H,NH
2021-01-16 04:00:00,-4.878746860362802,H,NH
2021-01-16 05:00:00,-4.892876386010813,H,NH
2021-01-16 06:00:00,-4.90321006937484,H,NH
2021-01-16 07:00:00,-4.918196962161399,H,NH
2021-01-16 08:00:00,-4.9082652001243074,H,NH
2021-01-16 09:00:00,-4.88520525669481,H,NH
2021-01-16 10:00:00,-4.870568734817804,H,NH
2021-01-16 11:00:00,-4.8261565187188085,H,NH
2021-01-16 12:00:00,-4.750255601603718,H,NH
2021-01-16 13:00:00,-4.7432865933863075,H,NH
2021-01-16 14:00:00,-4.689779981193442,H,NH
2021-01-16 15:00:00,-4.744498112612892,H,NH
2021-01-16 16:00:00,-4.762768229286238,H,NH
2021-01-16 17:00:00,-4.78865320898067,H,NH
2021-01-16 18:00:00,-4.801369912451738,H,NH
2021-01-16 19:00:00,-4.823858844557832,H,NH
2021-01-16 20:00:00,-4.835036912068506,H,NH
2021-01-16 21:00:00,-4.856945203055262,H,NH
2021-01-16 22:00:00,-4.898073727220986,H,NH
2021-01-16 23:00:00,-4.916297224042858,H,NH
2021-01-17 00:00:00,-4.931548305068453,H,NH
2021-01-17 01:00:00,-4.942946463735008,H,NH
2021-01-17 02:00:00,-4.950834780648787,H,NH
2021-01-17 03:00:00,-4.985649131805679,H,NH
2021-01-17 04:00:00,-5.010281263678441,H,NH
2021-01-17 05:00:00,-5.0223445485002625,H,NH
2021-01-17 06:00:00,-5.0328989603495415,H,NH
2021-01-17 07:00:00,-5.041784389494212,H,NH
2021-01-17 08:00:00,-5.031821719837237,H,NH
2021-01-17 09:00:00,-5.019464096527771,H,NH
2021-01-17 10:00:00,-5.008719334135281,H,NH
2021-01-17 11:00:00,-4.941751622509854,H,NH
2021-01-17 12:00:00,-4.852197246793241,H,NH
2021-01-17 13:00:00,-4.853707299464651,H,NH
2021-01-17 14:00:00,-4.8645602402494905,H,NH
2021-01-17 15:00:00,-4.852492876323013,H,NH
2021-01-17 16:00:00,-4.8625894116520145,H,NH
2021-01-17 17:00:00,-4.889129512586783,H,NH
2021-01-17 18:00:00,-4.92447941146493,H,NH
2021-01-17 19:00:00,-4.9341303012955295,H,NH
2021-01-17 20:00:00,-4.9537848975228345,H,NH
2021-01-17 21:00:00,-4.95338064645721,H,NH
2021-01-17 22:00:00,-4.962563723431287,H,NH
2021-01-17 23:00:00,-4.957818061323194,H,NH
2021-01-18 00:00:00,-4.953226999834615,H,NH
2021-01-18 01:00:00,-4.845550234227319,H,NH
2021-01-18 02:00:00,-4.814287725616578,H,NH
2021-01-18 03:00:00,-4.806450709692331,H,NH
2021-01-18 04:00:00,-4.810517384178106,H,NH
2021-01-18 05:00:00,-4.80918676206824,H,NH
2021-01-18 06:00:00,-4.810453873654068,H,NH
2021-01-18 07:00:00,-4.818579208743774,H,NH
2021-01-18 08:00:00,-4.802935650769469,H,NH
2021-01-18 09:00:00,-4.791824060178676,H,NH
2021-01-18 10:00:00,-4.789819389161914,H,NH
2021-01-18 11:00:00,-4.72621483975485,H,NH
2021-01-18 12:00:00,-4.667040392784608,H,NH
2021-01-18 13:00:00,-4.627449740082804,H,NH
2021-01-18 14:00:00,-4.5994491415969865,H,NH
2021-01-18 15:00:00,-4.598182689094622,H,NH
2021-01-18 16:00:00,-4.623360244755735,H,NH
2021-01-18 17:00:00,-4.660626090984536,H,NH
2021-01-18 18:00:00,-4.69525510952407,H,NH
2021-01-18 19:00:00,-4.709323129676692,H,NH
2021-01-18 20:00:00,-4.727526760053739,H,NH
2021-01-18 21:00:00,-4.754788445332809,H,NH
2021-01-18 22:00:00,-4.762021171312064,H,NH
2021-01-18 23:00:00,-4.77451970800946,H,NH
2021-01-19 00:00:00,-4.786063646521945,H,NH
2021-01-19 01:00:00,-4.790068940538712,H,NH
2021-01-19 02:00:00,-4.780555857719836,H,NH
2021-01-19 03:00:00,-4.785100346744061,H,NH
2021-01-19 04:00:00,-4.79407543672023,H,NH
2021-01-19 05:00:00,-4.822717020522165,H,NH
2021-01-19 06:00:00,-4.8306541084024515,H,NH
2021-01-19 07:00:00,-4.874509803951496,H,NH
2021-01-19 08:00:00,-4.866110257172617,H,NH
2021-01-19 09:00:00,-4.888384403962587,H,NH
2021-01-19 10:00:00,-4.895257867778302,H,NH
2021-01-19 11:00:00,-4.849133761199148,H,NH
2021-01-19 12:00:00,-4.790860396500687,H,NH
2021-01-19 13:00:00,-4.714180966750045,H,NH
2021-01-19 14:00:00,-4.68078047295974,H,NH
2021-01-19 15:00:00,-4.700916867054604,H,NH
2021-01-19 16:00:00,-4.749692441579316,H,NH
2021-01-19 17:00:00,-4.795959614649209,H,NH
2021-01-19 18:00:00,-4.827414849416481,H,NH
2021-01-19 19:00:00,-4.8450174189681645,H,NH
2021-01-19 20:00:00,-4.861751446096906,H,NH
2021-01-19 21:00:00,-4.8711951213963856,H,NH
2021-01-19 22:00:00,-4.878048789224036,H,NH
2021-01-19 23:00:00,-4.881787602004411,H,NH
2021-01-20 00:00:00,-4.887399532432845,H,NH
2021-01-20 01:00:00,-4.876698352157731,H,NH
2021-01-20 02:00:00,-4.865946500563173,H,NH
2021-01-20 03:00:00,-4.85709342802851,H,NH
2021-01-20 04:00:00,-4.849118455957947,H,NH
2021-01-20 05:00:00,-4.834797566476539,H,NH
