,N96 [kWh],14 Hangar I [kWh],20 Hangar II [kWh],15 Hangar 3 [kWh],N23 [kWh],N2 [kWh],614 CUTTERMAN'S CLUB/AUTO HOBBY [kWh],N73 [kWh],R2 [kWh],T1 [kWh],576 ESU [kWh],MWD [kWh]
2020-10-02 07:00:00,8.18829605502099,169.3787844501435,79.83767396372377,122.85824098801473,10.959526328456924,116.94241051874455,28.937741649989185,10.891344045570538,11.604212091699091,99.22448409523366,38.54952010316383,29.232720149079057
2020-10-02 08:00:00,8.116269559304932,169.02912619112513,80.88742224513209,122.50852798827412,11.026479627273368,117.63807834991074,29.486008522541443,11.05260506037993,11.209624236522476,99.19803018186454,39.84064945085169,30.429820916261914
2020-10-02 09:00:00,8.317108818010148,169.02912619112513,78.66211605747186,122.50852798827412,11.385760428317829,118.79093598354847,29.59404312722606,11.401133725598745,11.209624236522476,99.19803018186454,39.45566999283273,29.85027325311667
2020-10-02 10:00:00,8.589251764400913,169.3788394773312,78.42491731416524,122.858241306905,11.039741266788765,119.47834300920269,29.881640071134306,10.903392253422822,11.55933759714129,99.54774355286743,39.32793868498146,29.544697381538793
2020-10-02 11:00:00,7.9858954647346945,167.55811167704104,78.12461721952664,121.7662034259625,10.882437110064819,38.31432732488575,16.8378269468949,10.415490059245615,11.209624236522476,99.19803018186454,38.614800069960005,22.40575854889675
2020-10-02 12:00:00,8.282633078635751,169.02912619112513,79.8976556502687,122.50852798827412,11.038516408085988,118.63151724055712,29.59073985927283,10.986288257287883,11.209624236522476,99.19803018186454,39.64548904436706,30.21482386794714
2020-10-02 13:00:00,8.317108818010148,169.02912619112513,79.01361389769117,122.50852798827412,11.039209592407902,119.14260801110382,29.644872991817138,11.05260506037993,11.209624236522476,99.19803018186454,39.91595386588454,30.18910593633636
2020-10-02 14:00:00,8.666822496500455,169.37883979631184,77.90650493806977,122.85824162572459,11.374828235911416,120.09981795490158,30.007513623902515,11.401140213042845,11.559337914387692,99.54774387380854,39.38450401789577,29.73988418964907
2020-10-02 15:00:00,7.886126535725067,167.64667925146009,74.59796208882398,121.29540357176234,10.93936764787803,119.14216214842736,28.23642194611808,10.541163908492962,11.209624236522476,98.30194222473823,38.07500261815412,28.0202723377038
2020-10-02 16:00:00,5.6826791757032,160.46874182987784,66.02329917674875,116.64218105180399,10.585470459471441,34.85587288742476,13.215002597240716,7.913001887373544,11.209624236522476,93.82150243910664,32.008450873107556,20.551810547233238
2020-10-02 17:00:00,4.628780128283646,160.81845575254388,49.181781932907825,116.99189500619548,10.074909119244783,30.347434397457867,12.566676705859411,6.1872355421036955,10.477190590457967,91.70697456662654,22.533791512582624,11.89247788692231
2020-10-02 18:00:00,4.54358116734084,160.46874182987784,48.24381959797721,116.64218105180399,10.0529646903105,30.096287774524185,12.133809348114228,6.263205418990709,9.978359288436776,91.19720373448496,21.239137217136324,10.867379276532379
2020-10-02 19:00:00,4.897627558441309,160.46874182987784,48.269910461165125,116.64218105180399,10.417797561663974,30.45335770721535,13.045816644114229,6.6962632589536675,10.045671511229353,87.437277156334,21.37286744827451,10.846357822611807
2020-10-02 20:00:00,5.174272506772751,160.81845607091225,47.09537598690201,116.99189533123983,10.067951314215366,30.52333415284521,13.396117288299788,6.0815056016538005,10.39538583060289,80.19521349028875,21.13116238562815,9.196526843425609
2020-10-02 21:00:00,4.844367469264922,160.46874182987784,47.496409485159504,116.64218105180399,10.06503024869463,29.998668181992578,13.049116370179904,5.561680402052536,10.045642606760017,78.72538921743016,20.791877087079687,8.406629678421158
2020-10-02 22:00:00,5.051748209064031,160.46874182987784,47.2397630553369,116.64218105180399,10.061988909073035,29.83004808192746,13.053342831989497,5.504462382386605,10.04562815452535,78.10932874690583,19.900431725164168,7.301831096301655
2020-10-02 23:00:00,4.61017030033949,162.91990569374593,48.34025034616227,118.05235930966634,10.448543376368583,29.807494981145915,13.113237649715764,5.454526272076509,13.08225927737554,78.61837720200725,17.5378012613236,5.2219652465644355
2020-10-03 00:00:00,4.260455667391937,162.57019113571238,48.27249995438248,117.70264471224914,10.10058536855402,29.52929037039876,13.460584085238224,5.105997546939726,12.01889769773256,78.26866254831805,17.5378012613236,5.2219652465644355
2020-10-03 01:00:00,4.260455667391937,112.66077012214741,13.293791124825413,92.51663277667669,10.101680254884839,29.564040297736387,13.45056146069894,5.105997546939726,11.866068117176662,78.26866254831805,17.5378012613236,5.2219652465644355
2020-10-03 02:00:00,4.61014701401758,113.01046884379262,13.224878496703692,92.86632760686173,10.103658789880871,30.15675918584531,13.805089414107561,5.105997546939726,12.07570882662202,78.6183520886688,17.5378012613236,5.2219652465644355
2020-10-03 03:00:00,4.260455667391937,112.66077012214741,13.17341325722011,92.51663277667669,10.107225786509083,30.02337466508601,13.455462725532094,5.105997546939726,11.63361724682664,78.26866254831805,17.5378012613236,5.2219652465644355
2020-10-03 04:00:00,4.260455667391937,112.66077012214741,13.264456708995969,92.51663277667669,10.457063514411752,29.958480900710423,13.452402537113462,5.454532760049565,11.604277991086834,78.2688580298079,18.151154325527784,6.4109495390972615
2020-10-03 05:00:00,4.91921346951313,113.01044092323873,17.480506746800195,92.86630067619744,10.168374171982473,31.57089790475173,14.111566643537174,5.4150900196597265,13.182099747824033,78.92780999456559,19.859243976928628,9.581885092432573
2020-10-03 06:00:00,4.5695481401119356,112.66077012214741,35.22011565585987,92.51663277667669,10.65966724250461,35.79123951431359,13.765356472808996,5.4150900196597265,12.963079282606158,87.43780662978327,25.950605372954662,15.399590748680568
2020-10-03 07:00:00,3.9615432761119367,164.88178537213003,79.06945990319224,118.86915473873873,10.971668517070517,119.54752853241563,25.260492568472063,4.807085155659726,12.983977561948173,88.60173389493637,28.818402668613395,18.526205565946867
