Time,CORE_ZN ZN:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Des Sens Cool Load [W],CORE_ZN ZN:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],CORE_ZN ZN::Des Latent Heat Load [W],CORE_ZN ZN::Des Latent Cool Load [W],CORE_ZN ZN::Des Latent Heat Mass Flow [kg/s],CORE_ZN ZN::Des Latent Cool Mass Flow [kg/s],CORE_ZN ZN::Des Heat Load No DOAS [W],CORE_ZN ZN::Des Sens Cool Load No DOAS [W],CORE_ZN ZN::Des Latent Heat Load No DOAS [W],CORE_ZN ZN::Des Latent Cool Load No DOAS [W],CORE_ZN ZN:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],CORE_ZN ZN:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],CORE_ZN ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Cooling Zone Temperature [C],CORE_ZN ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Cooling Zone Relative Humidity [%],PERIMETER_ZN_1 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:KODIAK SEPTEMBER .4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:KODIAK SEPTEMBER .4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN::Des Latent Heat Load [W],PERIMETER_ZN_1 ZN::Des Latent Cool Load [W],PERIMETER_ZN_1 ZN::Des Latent Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN::Des Latent Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN::Des Heat Load No DOAS [W],PERIMETER_ZN_1 ZN::Des Sens Cool Load No DOAS [W],PERIMETER_ZN_1 ZN::Des Latent Heat Load No DOAS [W],PERIMETER_ZN_1 ZN::Des Latent Cool Load No DOAS [W],PERIMETER_ZN_1 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],PERIMETER_ZN_1 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],PERIMETER_ZN_1 ZN:KODIAK SEPTEMBER .4% CONDNS DB=>MCWB:Cooling Zone Temperature [C],PERIMETER_ZN_1 ZN:KODIAK SEPTEMBER .4% CONDNS DB=>MCWB:Cooling Zone Relative Humidity [%],PERIMETER_ZN_2 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN::Des Latent Heat Load [W],PERIMETER_ZN_2 ZN::Des Latent Cool Load [W],PERIMETER_ZN_2 ZN::Des Latent Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN::Des Latent Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN::Des Heat Load No DOAS [W],PERIMETER_ZN_2 ZN::Des Sens Cool Load No DOAS [W],PERIMETER_ZN_2 ZN::Des Latent Heat Load No DOAS [W],PERIMETER_ZN_2 ZN::Des Latent Cool Load No DOAS [W],PERIMETER_ZN_2 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],PERIMETER_ZN_2 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],PERIMETER_ZN_2 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Cooling Zone Temperature [C],PERIMETER_ZN_2 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Cooling Zone Relative Humidity [%],PERIMETER_ZN_3 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN::Des Latent Heat Load [W],PERIMETER_ZN_3 ZN::Des Latent Cool Load [W],PERIMETER_ZN_3 ZN::Des Latent Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN::Des Latent Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN::Des Heat Load No DOAS [W],PERIMETER_ZN_3 ZN::Des Sens Cool Load No DOAS [W],PERIMETER_ZN_3 ZN::Des Latent Heat Load No DOAS [W],PERIMETER_ZN_3 ZN::Des Latent Cool Load No DOAS [W],PERIMETER_ZN_3 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],PERIMETER_ZN_3 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],PERIMETER_ZN_3 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Cooling Zone Temperature [C],PERIMETER_ZN_3 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Cooling Zone Relative Humidity [%],PERIMETER_ZN_4 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN::Des Latent Heat Load [W],PERIMETER_ZN_4 ZN::Des Latent Cool Load [W],PERIMETER_ZN_4 ZN::Des Latent Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN::Des Latent Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN::Des Heat Load No DOAS [W],PERIMETER_ZN_4 ZN::Des Sens Cool Load No DOAS [W],PERIMETER_ZN_4 ZN::Des Latent Heat Load No DOAS [W],PERIMETER_ZN_4 ZN::Des Latent Cool Load No DOAS [W],PERIMETER_ZN_4 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],PERIMETER_ZN_4 ZN:KODIAK ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],PERIMETER_ZN_4 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Cooling Zone Temperature [C],PERIMETER_ZN_4 ZN:KODIAK JULY .4% CONDNS DB=>MCWB:Cooling Zone Relative Humidity [%]
13:50:00,0.000000E+00,3.840177E+03,0.000000E+00,3.386737E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281529E+01,1.000000E+02,2.388734E+01,5.146975E+01,1.330444E+03,5.952056E+03,4.516740E-02,5.249059E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111358E+01,7.175706E+01,2.388777E+01,4.852266E+01,8.447166E+02,2.288268E+03,2.867722E-02,2.018001E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111342E+01,6.996533E+01,2.388771E+01,5.001417E+01,1.414112E+03,2.791465E+03,4.800782E-02,2.461831E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111356E+01,7.051537E+01,2.388744E+01,5.160328E+01,8.594653E+02,1.801739E+03,2.917793E-02,1.588966E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111343E+01,6.970921E+01,2.388753E+01,5.114079E+01
14:00:00,0.000000E+00,3.844572E+03,0.000000E+00,3.390613E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281499E+01,1.000000E+02,2.388734E+01,5.146305E+01,1.330465E+03,5.995712E+03,4.516812E-02,5.287553E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111359E+01,7.181816E+01,2.388778E+01,4.850421E+01,8.447244E+02,2.274484E+03,2.867750E-02,2.005848E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111343E+01,7.001686E+01,2.388770E+01,5.004035E+01,1.414134E+03,2.796374E+03,4.800857E-02,2.466161E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111357E+01,7.056719E+01,2.388744E+01,5.159284E+01,8.594733E+02,1.804831E+03,2.917822E-02,1.591693E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111344E+01,6.975817E+01,2.388753E+01,5.113076E+01
14:10:00,0.000000E+00,3.848835E+03,0.000000E+00,3.394372E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281470E+01,1.000000E+02,2.388734E+01,5.145659E+01,1.330487E+03,6.030733E+03,4.516888E-02,5.318433E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111360E+01,7.187487E+01,2.388779E+01,4.848976E+01,8.447331E+02,2.261997E+03,2.867780E-02,1.994837E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111344E+01,7.006444E+01,2.388769E+01,5.006404E+01,1.414157E+03,2.800965E+03,4.800938E-02,2.470210E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111358E+01,7.061507E+01,2.388744E+01,5.158282E+01,8.594823E+02,1.807290E+03,2.917853E-02,1.593861E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111345E+01,6.980332E+01,2.388754E+01,5.112162E+01
14:20:00,0.000000E+00,3.852914E+03,0.000000E+00,3.397969E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281440E+01,1.000000E+02,2.388734E+01,5.145040E+01,1.330510E+03,6.057091E+03,4.516970E-02,5.341672E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111361E+01,7.192752E+01,2.388780E+01,4.847930E+01,8.447427E+02,2.250594E+03,2.867814E-02,1.984783E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111345E+01,7.010837E+01,2.388769E+01,5.008581E+01,1.414181E+03,2.805161E+03,4.801022E-02,2.473910E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111359E+01,7.065933E+01,2.388745E+01,5.157355E+01,8.594921E+02,1.815031E+03,2.917888E-02,1.600687E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111345E+01,6.984495E+01,2.388754E+01,5.111447E+01
14:30:00,0.000000E+00,3.856806E+03,0.000000E+00,3.401402E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281411E+01,1.000000E+02,2.388734E+01,5.144451E+01,1.330535E+03,6.074908E+03,4.517055E-02,5.357380E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111362E+01,7.197638E+01,2.388781E+01,4.847267E+01,8.447531E+02,2.240097E+03,2.867850E-02,1.975527E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111345E+01,7.014892E+01,2.388768E+01,5.010606E+01,1.414207E+03,2.808950E+03,4.801111E-02,2.477251E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111360E+01,7.070021E+01,2.388745E+01,5.156524E+01,8.595027E+02,1.829795E+03,2.917925E-02,1.613709E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111346E+01,6.988333E+01,2.388750E+01,5.109160E+01
14:40:00,0.000000E+00,3.860528E+03,0.000000E+00,3.404684E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281382E+01,1.000000E+02,2.388734E+01,5.143890E+01,1.330561E+03,6.084296E+03,4.517144E-02,5.365654E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111363E+01,7.202174E+01,2.388781E+01,4.846967E+01,8.447642E+02,2.230334E+03,2.867889E-02,1.966918E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111346E+01,7.018636E+01,2.388768E+01,5.012503E+01,1.414234E+03,2.812339E+03,4.801204E-02,2.480239E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111361E+01,7.073799E+01,2.388745E+01,5.155785E+01,8.595140E+02,1.853274E+03,2.917964E-02,1.634416E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111347E+01,6.991872E+01,2.388746E+01,5.104151E+01
14:50:00,0.000000E+00,3.864101E+03,0.000000E+00,3.407835E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281352E+01,1.000000E+02,2.388734E+01,5.143354E+01,1.330588E+03,6.085427E+03,4.517237E-02,5.366648E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111364E+01,7.206384E+01,2.388782E+01,4.847015E+01,8.447759E+02,2.221145E+03,2.867930E-02,1.958815E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111347E+01,7.022091E+01,2.388768E+01,5.014291E+01,1.414261E+03,2.815355E+03,4.801300E-02,2.482898E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111361E+01,7.077289E+01,2.388745E+01,5.155121E+01,8.595260E+02,1.886722E+03,2.918005E-02,1.663918E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111348E+01,6.995135E+01,2.388742E+01,5.096174E+01
15:00:00,0.000000E+00,3.867551E+03,0.000000E+00,3.410877E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281323E+01,1.000000E+02,2.388734E+01,5.142836E+01,1.330615E+03,6.078523E+03,4.517333E-02,5.360555E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111364E+01,7.210290E+01,2.388783E+01,4.847395E+01,8.447883E+02,2.212379E+03,2.867972E-02,1.951085E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111347E+01,7.025281E+01,2.388767E+01,5.015989E+01,1.414290E+03,2.818035E+03,4.801399E-02,2.485262E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111362E+01,7.080512E+01,2.388745E+01,5.154516E+01,8.595386E+02,1.931153E+03,2.918049E-02,1.703105E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111348E+01,6.998142E+01,2.388739E+01,5.085585E+01
15:10:00,0.000000E+00,3.870904E+03,0.000000E+00,3.413834E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281294E+01,1.000000E+02,2.388734E+01,5.142334E+01,1.330644E+03,6.063742E+03,4.517432E-02,5.347517E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111365E+01,7.213915E+01,2.388783E+01,4.848095E+01,8.448013E+02,2.203898E+03,2.868017E-02,1.943606E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111348E+01,7.028224E+01,2.388767E+01,5.017620E+01,1.414320E+03,2.820400E+03,4.801501E-02,2.487347E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111363E+01,7.083490E+01,2.388745E+01,5.153951E+01,8.595517E+02,1.987692E+03,2.918094E-02,1.752972E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111349E+01,7.000914E+01,2.388737E+01,5.072982E+01
15:20:00,0.000000E+00,3.874178E+03,0.000000E+00,3.416721E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281265E+01,1.000000E+02,2.388734E+01,5.141845E+01,1.330674E+03,6.041246E+03,4.517535E-02,5.327674E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111366E+01,7.217279E+01,2.388784E+01,4.849129E+01,8.448147E+02,2.195583E+03,2.868063E-02,1.936274E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111349E+01,7.030941E+01,2.388767E+01,5.019228E+01,1.414350E+03,2.822550E+03,4.801606E-02,2.489243E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111363E+01,7.086240E+01,2.388746E+01,5.153448E+01,8.595653E+02,2.051147E+03,2.918141E-02,1.808938E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111349E+01,7.003469E+01,2.388736E+01,5.059008E+01
15:30:00,0.000000E+00,3.877368E+03,0.000000E+00,3.419534E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281236E+01,1.000000E+02,2.388734E+01,5.141369E+01,1.330705E+03,6.011157E+03,4.517639E-02,5.301137E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111366E+01,7.220399E+01,2.388784E+01,4.850500E+01,8.448287E+02,2.187315E+03,2.868111E-02,1.928982E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111349E+01,7.033447E+01,2.388767E+01,5.020841E+01,1.414382E+03,2.824536E+03,4.801713E-02,2.490994E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111364E+01,7.088779E+01,2.388746E+01,5.153005E+01,8.595795E+02,2.120391E+03,2.918190E-02,1.870010E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111350E+01,7.005823E+01,2.388736E+01,5.044211E+01
15:40:00,0.000000E+00,3.880452E+03,0.000000E+00,3.422253E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281208E+01,1.000000E+02,2.388735E+01,5.140910E+01,1.330736E+03,5.973595E+03,4.517746E-02,5.268008E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111367E+01,7.223294E+01,2.388785E+01,4.852210E+01,8.448431E+02,2.178990E+03,2.868161E-02,1.921642E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111350E+01,7.035760E+01,2.388767E+01,5.022472E+01,1.414414E+03,2.826405E+03,4.801823E-02,2.492642E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111364E+01,7.091123E+01,2.388746E+01,5.152605E+01,8.595941E+02,2.194259E+03,2.918240E-02,1.935158E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111350E+01,7.007992E+01,2.388736E+01,5.029022E+01
15:50:00,0.000000E+00,3.883398E+03,0.000000E+00,3.424852E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281179E+01,1.000000E+02,2.388735E+01,5.140470E+01,1.330768E+03,5.928612E+03,4.517856E-02,5.228337E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111367E+01,7.225979E+01,2.388785E+01,4.854263E+01,8.448579E+02,2.170518E+03,2.868212E-02,1.914170E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111350E+01,7.037894E+01,2.388766E+01,5.024130E+01,1.414446E+03,2.828189E+03,4.801934E-02,2.494215E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111365E+01,7.093288E+01,2.388746E+01,5.152227E+01,8.596090E+02,2.271912E+03,2.918291E-02,2.003643E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111351E+01,7.009991E+01,2.388737E+01,5.013780E+01
16:00:00,0.000000E+00,3.886174E+03,0.000000E+00,3.427300E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281150E+01,1.000000E+02,2.388735E+01,5.140051E+01,1.330800E+03,5.876202E+03,4.517967E-02,5.182114E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111368E+01,7.228470E+01,2.388786E+01,4.856666E+01,8.448731E+02,2.161821E+03,2.868264E-02,1.906501E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111350E+01,7.039862E+01,2.388766E+01,5.025825E+01,1.414480E+03,2.829895E+03,4.802048E-02,2.495720E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111365E+01,7.095286E+01,2.388746E+01,5.151854E+01,8.596244E+02,2.352642E+03,2.918344E-02,2.074841E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111351E+01,7.011833E+01,2.388739E+01,4.998749E+01
16:10:00,0.000000E+00,3.888745E+03,0.000000E+00,3.429566E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281122E+01,1.000000E+02,2.388735E+01,5.139660E+01,1.330833E+03,5.816590E+03,4.518081E-02,5.129542E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111368E+01,7.230779E+01,2.388786E+01,4.859434E+01,8.448887E+02,2.152891E+03,2.868317E-02,1.898626E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111351E+01,7.041677E+01,2.388766E+01,5.027569E+01,1.414513E+03,2.831636E+03,4.802163E-02,2.497255E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111365E+01,7.097129E+01,2.388746E+01,5.151477E+01,8.596401E+02,2.435277E+03,2.918397E-02,2.147717E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111351E+01,7.013529E+01,2.388741E+01,4.984136E+01
16:20:00,0.000000E+00,3.891072E+03,0.000000E+00,3.431618E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.281093E+01,1.000000E+02,2.388735E+01,5.139299E+01,1.330867E+03,5.749692E+03,4.518196E-02,5.070544E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111369E+01,7.232920E+01,2.388786E+01,4.862589E+01,8.449045E+02,2.143666E+03,2.868371E-02,1.890490E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111351E+01,7.043351E+01,2.388766E+01,5.029383E+01,1.414548E+03,2.833342E+03,4.802280E-02,2.498759E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111366E+01,7.098831E+01,2.388746E+01,5.151109E+01,8.596561E+02,2.517204E+03,2.918452E-02,2.219967E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111352E+01,7.015091E+01,2.388743E+01,4.970229E+01
